device_id,device_type
283,Smartphone
283,Smartphone
4,Smartphone
4,Smartphone
4,Smartphone
4,Smartphone
4,Smartphone
4,Smartphone
4,Smartphone
306,Smartphone
306,Smartphone
306,Smartphone
306,Smartphone
306,Smartphone
306,Smartphone
306,Smartphone
485,Smartphone
485,Smartphone
485,Smartphone
485,Smartphone
485,Smartphone
485,Smartphone
485,Smartphone
514,Smartphone
514,Smartphone
514,Smartphone
514,Smartphone
514,Smartphone
514,Smartphone
514,Smartphone
644,Smartphone
644,Smartphone
644,Smartphone
644,Smartphone
644,Smartphone
644,Smartphone
644,Smartphone
172,Smartphone
172,Smartphone
172,Smartphone
172,Smartphone
172,Smartphone
172,Smartphone
172,Smartphone
83,Smartphone
83,Smartphone
83,Smartphone
83,Smartphone
83,Smartphone
83,Smartphone
83,Smartphone
289,Smartphone
289,Smartphone
289,Smartphone
289,Smartphone
289,Smartphone
289,Smartphone
289,Smartphone
439,Smartphone
439,Smartphone
439,Smartphone
439,Smartphone
439,Smartphone
439,Smartphone
439,Smartphone
112,Smartphone
112,Smartphone
112,Smartphone
112,Smartphone
112,Smartphone
112,Smartphone
112,Smartphone
223,Smartphone
223,Smartphone
223,Smartphone
223,Smartphone
223,Smartphone
223,Smartphone
223,Smartphone
497,Smartphone
497,Smartphone
497,Smartphone
497,Smartphone
497,Smartphone
497,Smartphone
497,Smartphone
29,Smartphone
29,Smartphone
29,Smartphone
29,Smartphone
29,Smartphone
29,Smartphone
29,Smartphone
252,Smartphone
252,Smartphone
252,Smartphone
252,Smartphone
252,Smartphone
252,Smartphone
252,Smartphone
391,Smartphone
391,Smartphone
391,Smartphone
391,Smartphone
391,Smartphone
391,Smartphone
391,Smartphone
84,Smartphone
84,Smartphone
84,Smartphone
84,Smartphone
84,Smartphone
84,Smartphone
84,Smartphone
389,Smartphone
389,Smartphone
389,Smartphone
389,Smartphone
389,Smartphone
389,Smartphone
389,Smartphone
137,Smartphone
137,Smartphone
137,Smartphone
137,Smartphone
137,Smartphone
137,Smartphone
137,Smartphone
412,Smartphone
412,Smartphone
412,Smartphone
412,Smartphone
412,Smartphone
412,Smartphone
412,Smartphone
522,Smartphone
522,Smartphone
522,Smartphone
522,Smartphone
522,Smartphone
522,Smartphone
522,Smartphone
522,Smartphone
590,Smartphone
590,Smartphone
590,Smartphone
590,Smartphone
590,Smartphone
590,Smartphone
590,Smartphone
590,Smartphone
571,Smartphone
571,Smartphone
571,Smartphone
571,Smartphone
571,Smartphone
571,Smartphone
571,Smartphone
571,Smartphone
254,Smartphone
254,Smartphone
254,Smartphone
254,Smartphone
254,Smartphone
254,Smartphone
254,Smartphone
254,Smartphone
397,Smartphone
397,Smartphone
397,Smartphone
397,Smartphone
397,Smartphone
397,Smartphone
397,Smartphone
397,Smartphone
262,Smartphone
262,Smartphone
262,Smartphone
262,Smartphone
262,Smartphone
262,Smartphone
262,Smartphone
262,Smartphone
295,Smartphone
295,Smartphone
295,Smartphone
295,Smartphone
295,Smartphone
295,Smartphone
295,Smartphone
295,Smartphone
295,Smartphone
295,Smartphone
295,Smartphone
315,Smartphone
315,Smartphone
315,Smartphone
315,Smartphone
315,Smartphone
315,Smartphone
315,Smartphone
315,Smartphone
315,Smartphone
315,Smartphone
315,Smartphone
373,Smartphone
373,Smartphone
373,Smartphone
373,Smartphone
373,Smartphone
373,Smartphone
373,Smartphone
373,Smartphone
373,Smartphone
373,Smartphone
373,Smartphone
175,Smartphone
175,Smartphone
175,Smartphone
175,Smartphone
175,Smartphone
175,Smartphone
175,Smartphone
175,Smartphone
175,Smartphone
175,Smartphone
175,Smartphone
619,Smartphone
619,Smartphone
619,Smartphone
619,Smartphone
619,Smartphone
619,Smartphone
619,Smartphone
619,Smartphone
619,Smartphone
619,Smartphone
619,Smartphone
216,Smartphone
216,Smartphone
216,Smartphone
216,Smartphone
216,Smartphone
216,Smartphone
216,Smartphone
216,Smartphone
216,Smartphone
216,Smartphone
216,Smartphone
430,Smartphone
430,Smartphone
430,Smartphone
430,Smartphone
430,Smartphone
430,Smartphone
430,Smartphone
430,Smartphone
430,Smartphone
430,Smartphone
430,Smartphone
187,Smartphone
187,Smartphone
187,Smartphone
187,Smartphone
187,Smartphone
187,Smartphone
187,Smartphone
187,Smartphone
187,Smartphone
187,Smartphone
187,Smartphone
305,Smartphone
305,Smartphone
305,Smartphone
305,Smartphone
305,Smartphone
305,Smartphone
305,Smartphone
305,Smartphone
305,Smartphone
305,Smartphone
305,Smartphone
376,Smartphone
376,Smartphone
376,Smartphone
376,Smartphone
376,Smartphone
376,Smartphone
376,Smartphone
376,Smartphone
376,Smartphone
376,Smartphone
376,Smartphone
503,Smartphone
503,Smartphone
503,Smartphone
503,Smartphone
503,Smartphone
503,Smartphone
503,Smartphone
503,Smartphone
503,Smartphone
503,Smartphone
503,Smartphone
541,Smartphone
541,Smartphone
541,Smartphone
541,Smartphone
541,Smartphone
541,Smartphone
541,Smartphone
541,Smartphone
541,Smartphone
541,Smartphone
541,Smartphone
231,Smartphone
231,Smartphone
231,Smartphone
231,Smartphone
231,Smartphone
231,Smartphone
231,Smartphone
231,Smartphone
231,Smartphone
231,Smartphone
231,Smartphone
45,Smartphone
45,Smartphone
45,Smartphone
45,Smartphone
45,Smartphone
45,Smartphone
45,Smartphone
45,Smartphone
45,Smartphone
45,Smartphone
45,Smartphone
149,Smartphone
149,Smartphone
149,Smartphone
149,Smartphone
149,Smartphone
149,Smartphone
149,Smartphone
149,Smartphone
149,Smartphone
149,Smartphone
149,Smartphone
552,Smartphone
552,Smartphone
552,Smartphone
552,Smartphone
552,Smartphone
552,Smartphone
552,Smartphone
552,Smartphone
552,Smartphone
552,Smartphone
552,Smartphone
451,Smartphone
451,Smartphone
451,Smartphone
451,Smartphone
451,Smartphone
451,Smartphone
451,Smartphone
451,Smartphone
451,Smartphone
451,Smartphone
451,Smartphone
274,Smartphone
274,Smartphone
274,Smartphone
