ID,Typ,Artikelnummer,Name,Veröffentlicht,Ist hervorgehoben?,Sichtbarkeit im Katalog,Kurzbeschreibung,Beschreibung,"Datum, an dem Angebotspreis beginnt","Datum, an dem Angebotspreis endet",Steuerstatus,Steuerklasse,Vorrätig?,Lager,Geringe Lagermenge,Lieferrückstande erlaubt?,Nur einzeln verkaufen?,Gewicht (kg),Länge (cm),Breite (cm),Höhe (cm),Kundenbewertungen erlauben?,Hinweis zum Kauf,Angebotspreis,Regulärer Preis,Kategorien,Schlagwörter,Versandklasse,Bilder,Downloadlimit,Ablauftage des Downloads,Übergeordnetes Produkt,Gruppierte Produkte,Zusatzverkäufe,Cross-Sells (Querverkäufe),Externe URL,Button-Text,Position,Attribut 1 Name,Attribut 1 Wert(e),Attribut 1 Sichtbar,Attribut 1 Global,Attribut 2 Name,Attribut 2 Wert(e),Attribut 2 Sichtbar,Attribut 2 Global,Attribut 3 Name,Attribut 3 Wert(e),Attribut 3 Sichtbar,Attribut 3 Global,Attribut 4 Name,Attribut 4 Wert(e),Attribut 4 Sichtbar,Attribut 4 Global
57827,simple,O-XISXRMN5A00,Wasserschadenanalyse,1,0,visible,,"Wasser ist der größte Feind Deines Redmi Note 5. Wenn Dein Redmi Note 5 Feuchtigkeit ausgesetzt wurde, sollte man schnell überprüfen, welcher Schaden dadurch entstanden ist oder noch entstehen könnte. Wir analysieren den Schaden an Deinem Redmi Note 5, der durch das Wasser entstanden ist und klären Dich über notwendige Schritte auf. Beachten Sie bitte, dass wir Wasserschäden ausschließlich zum Zwecke der Datenrettung/-sicherung bearbeiten und eine Reparatur nur für diesen Zweck unter Ausschluss der Garantie angeboten wird.",,,taxable,,1,,,0,0,,,,,1,,,19,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57828,simple,O-XISXRMN5A02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57829,simple,O-XISXRMN5A04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57830,simple,O-XISXRMN5D06,Display Original,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57831,simple,O-XISXRMN5D0,Display Standard,1,0,visible,,"Der Klassiker unter den Reparaturen. Ein Moment der Unachtsamkeit, und das Display Deines Redmi Note 5 ist hinüber. Wenn bei Deinem Redmi Note 5 sowohl die Scheibe, als auch der Bildschirm einen Schaden haben, so ist dies die richtige Reparatur.",,,taxable,,1,,,0,0,,,,,1,,,99,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57832,simple,O-XISXRMN5G00,Akku,1,0,visible,,"Der Akku Deines Redmi Note 5 ist schnell entladen, hat nicht mehr die gewohnte Leistung oder funktioniert überhaupt nicht mehr? Auch bei sorgsamen Umgang mit einem Redmi Note 5 kann es zu eben solchen Defekten kommen. Wir tauschen den alten, defekten Akku Deines Redmi Note 5 gegen einen Neuen mit voller Leistung aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57833,simple,O-XISXRMN5G08,Akku Original,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57834,simple,O-XISXRMN5G12,Backcover,1,0,visible,,"Dein Redmi Note 5 ist zwar ungünstig gefallen, Du hast aber das Glück, dass kein Glasbruch oder derartiges vorliegt. Dennoch stören Dich nun die vielen Kratzer am Rahmen oder am Backcover? Das ist für uns kein großes Problem, wir können Dir mit einem Redmi Note 5 Rahmenwechsel helfen.",,,taxable,,1,,,0,0,,,,,1,,,99,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57835,simple,O-XISXRMN5G1,Kamera,1,0,visible,,Die Kamera Deines Redmi Note 5 ist defekt oder funktioniert überhaupt nicht mehr? Wir tauschen die defekte Kamera Deines Redmi Note 5 gegen eine neue maximal gleichwertige Kamera aus.,,,taxable,,1,,,0,0,,,,,1,,,0,"Kamera, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57836,simple,O-XISXRMN5G20,Kameraglas,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Kamera, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57837,simple,O-XISXRMN5G3,Schalter,1,0,visible,,"Was nützt Dir Dein Redmi Note 5, wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Dein Redmi Note 5 wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Smartphone > Xiaomi > Redmi Note 5, Schalter",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57838,simple,O-XISXRMN5G4,Audio,1,0,visible,,"Gibt Dein Redmi Note 5 keinen Ton mehr von sich oder kann Dein Gesprächspartner Sie beim telefonieren nicht hören? Damit Sie Dein Redmi Note 5 wieder nutzen können, tauschen wir das defekte Bauteil (Mikrofon, Ohrmuschel, Lautsprecher oder Audiobuchse) problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,0,"Audio, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57839,simple,O-XISXRMN5G5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, SIM Connector, Lichtsensor, WiFi-Modul oder Vibrationsmotor.",,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57840,simple,O-XISXRMN5G77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57841,simple,O-XISXRMN5G82,Ladeelektronik,1,0,visible,,"USB wird nicht erkannt, Akku lädt nicht, entlädt schnell",,,taxable,,1,,,0,0,,,,,1,,,0,"Chips, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57842,simple,O-XISXRMN5O05,Garantieabwicklung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Smartphone > Xiaomi > Redmi Note 5, Weitere",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57843,simple,O-XISXRMN5O19,S-Mobilgeräteschutz Selbstbehalt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,50,"Artikelliste > Smartphone > Xiaomi > Redmi Note 5, Weitere",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57844,simple,O-XISXRMN5Z05,Panzerglas Premium inkl. Anbringung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57845,simple,O-XISXRMN5Z06,Panzerglas Standard inkl. Anbringung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57846,simple,O-XISXRMN5Z10,Hydrogel Folie inkl. Anbringung (vorne),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"24,9","Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57847,simple,O-XISXRMN5Z11,Hydrogel Folie inkl. Anbringung (vorne),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"24,9","Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 5",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57848,simple,O-XISXRMN7A00,Wasserschadenanalyse,1,0,visible,,"Wasser ist der größte Feind Deines Redmi Note 7. Wenn Dein Redmi Note 7 Feuchtigkeit ausgesetzt wurde, sollte man schnell überprüfen, welcher Schaden dadurch entstanden ist oder noch entstehen könnte. Wir analysieren den Schaden an Deinem Redmi Note 7, der durch das Wasser entstanden ist und klären Dich über notwendige Schritte auf. Beachten Sie bitte, dass wir Wasserschäden ausschließlich zum Zwecke der Datenrettung/-sicherung bearbeiten und eine Reparatur nur für diesen Zweck unter Ausschluss der Garantie angeboten wird.",,,taxable,,1,,,0,0,,,,,1,,,19,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57849,simple,O-XISXRMN7A02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57850,simple,O-XISXRMN7A04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57851,simple,O-XISXRMN7D06,Display Original,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57852,simple,O-XISXRMN7D0,Display Standard,1,0,visible,,"Der Klassiker unter den Reparaturen. Ein Moment der Unachtsamkeit, und das Display Deines Redmi Note 7 ist hinüber. Wenn bei Deinem Redmi Note 7 sowohl die Scheibe, als auch der Bildschirm einen Schaden haben, so ist dies die richtige Reparatur.",,,taxable,,1,,,0,0,,,,,1,,,119,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57853,simple,O-XISXRMN7G00,Akku,1,0,visible,,"Der Akku Deines Redmi Note 7 ist schnell entladen, hat nicht mehr die gewohnte Leistung oder funktioniert überhaupt nicht mehr? Auch bei sorgsamen Umgang mit einem Redmi Note 7 kann es zu eben solchen Defekten kommen. Wir tauschen den alten, defekten Akku Deines Redmi Note 7 gegen einen Neuen mit voller Leistung aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57854,simple,O-XISXRMN7G08,Akku Original,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57855,simple,O-XISXRMN7G12,Backcover,1,0,visible,,"Dein Redmi Note 7 ist zwar ungünstig gefallen, Du hast aber das Glück, dass kein Glasbruch oder derartiges vorliegt. Dennoch stören Dich nun die vielen Kratzer am Rahmen oder am Backcover? Das ist für uns kein großes Problem, wir können Dir mit einem Redmi Note 7 Rahmenwechsel helfen.",,,taxable,,1,,,0,0,,,,,1,,,99,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57856,simple,O-XISXRMN7G1,Kamera,1,0,visible,,Die Kamera Deines Redmi Note 7 ist defekt oder funktioniert überhaupt nicht mehr? Wir tauschen die defekte Kamera Deines Redmi Note 7 gegen eine neue maximal gleichwertige Kamera aus.,,,taxable,,1,,,0,0,,,,,1,,,0,"Kamera, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57857,simple,O-XISXRMN7G20,Kameraglas,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Kamera, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57858,simple,O-XISXRMN7G3,Schalter,1,0,visible,,"Was nützt Dir Dein Redmi Note 7, wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Dein Redmi Note 7 wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Smartphone > Xiaomi > Redmi Note 7, Schalter",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57859,simple,O-XISXRMN7G4,Audio,1,0,visible,,"Gibt Dein Redmi Note 7 keinen Ton mehr von sich oder kann Dein Gesprächspartner Sie beim telefonieren nicht hören? Damit Sie Dein Redmi Note 7 wieder nutzen können, tauschen wir das defekte Bauteil (Mikrofon, Ohrmuschel, Lautsprecher oder Audiobuchse) problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,0,"Audio, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57860,simple,O-XISXRMN7G5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, SIM Connector, Lichtsensor, WiFi-Modul oder Vibrationsmotor.",,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57861,simple,O-XISXRMN7G77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57862,simple,O-XISXRMN7G82,Ladeelektronik,1,0,visible,,"USB wird nicht erkannt, Akku lädt nicht, entlädt schnell",,,taxable,,1,,,0,0,,,,,1,,,0,"Chips, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57863,simple,O-XISXRMN7O05,Garantieabwicklung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Smartphone > Xiaomi > Redmi Note 7, Weitere",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57864,simple,O-XISXRMN7O19,S-Mobilgeräteschutz Selbstbehalt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,50,"Artikelliste > Smartphone > Xiaomi > Redmi Note 7, Weitere",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57865,simple,O-XISXRMN7Z05,Panzerglas Premium inkl. Anbringung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57866,simple,O-XISXRMN7Z06,Panzerglas Standard inkl. Anbringung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57867,simple,O-XISXRMN7Z10,Hydrogel Folie inkl. Anbringung (vorne),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"24,9","Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57868,simple,O-XISXRMN7Z11,Hydrogel Folie inkl. Anbringung (vorne),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"24,9","Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 7",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57869,simple,O-XISXRMN8A00,Wasserschadenanalyse,1,0,visible,,"Wasser ist der größte Feind Deines Redmi Note 8. Wenn Dein Redmi Note 8 Feuchtigkeit ausgesetzt wurde, sollte man schnell überprüfen, welcher Schaden dadurch entstanden ist oder noch entstehen könnte. Wir analysieren den Schaden an Deinem Redmi Note 8, der durch das Wasser entstanden ist und klären Dich über notwendige Schritte auf. Beachten Sie bitte, dass wir Wasserschäden ausschließlich zum Zwecke der Datenrettung/-sicherung bearbeiten und eine Reparatur nur für diesen Zweck unter Ausschluss der Garantie angeboten wird.",,,taxable,,1,,,0,0,,,,,1,,,19,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57870,simple,O-XISXRMN8A02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57871,simple,O-XISXRMN8A04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57872,simple,O-XISXRMN8D06,Display Original,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57873,simple,O-XISXRMN8D0,Display Standard,1,0,visible,,"Der Klassiker unter den Reparaturen. Ein Moment der Unachtsamkeit, und das Display Deines Redmi Note 8 ist hinüber. Wenn bei Deinem Redmi Note 8 sowohl die Scheibe, als auch der Bildschirm einen Schaden haben, so ist dies die richtige Reparatur.",,,taxable,,1,,,0,0,,,,,1,,,129,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57874,simple,O-XISXRMN8G00,Akku,1,0,visible,,"Der Akku Deines Redmi Note 8 ist schnell entladen, hat nicht mehr die gewohnte Leistung oder funktioniert überhaupt nicht mehr? Auch bei sorgsamen Umgang mit einem Redmi Note 8 kann es zu eben solchen Defekten kommen. Wir tauschen den alten, defekten Akku Deines Redmi Note 8 gegen einen Neuen mit voller Leistung aus.",,,taxable,,1,,,0,0,,,,,1,,,79,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57875,simple,O-XISXRMN8G08,Akku Original,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57876,simple,O-XISXRMN8G12,Backcover,1,0,visible,,"Dein Redmi Note 8 ist zwar ungünstig gefallen, Du hast aber das Glück, dass kein Glasbruch oder derartiges vorliegt. Dennoch stören Dich nun die vielen Kratzer am Rahmen oder am Backcover? Das ist für uns kein großes Problem, wir können Dir mit einem Redmi Note 8 Rahmenwechsel helfen.",,,taxable,,1,,,0,0,,,,,1,,,99,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57877,simple,O-XISXRMN8G1,Kamera,1,0,visible,,Die Kamera Deines Redmi Note 8 ist defekt oder funktioniert überhaupt nicht mehr? Wir tauschen die defekte Kamera Deines Redmi Note 8 gegen eine neue maximal gleichwertige Kamera aus.,,,taxable,,1,,,0,0,,,,,1,,,0,"Kamera, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57878,simple,O-XISXRMN8G20,Kameraglas,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Kamera, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57879,simple,O-XISXRMN8G3,Schalter,1,0,visible,,"Was nützt Dir Dein Redmi Note 8, wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Dein Redmi Note 8 wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Smartphone > Xiaomi > Redmi Note 8, Schalter",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57880,simple,O-XISXRMN8G4,Audio,1,0,visible,,"Gibt Dein Redmi Note 8 keinen Ton mehr von sich oder kann Dein Gesprächspartner Sie beim telefonieren nicht hören? Damit Sie Dein Redmi Note 8 wieder nutzen können, tauschen wir das defekte Bauteil (Mikrofon, Ohrmuschel, Lautsprecher oder Audiobuchse) problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,0,"Audio, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57881,simple,O-XISXRMN8G5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, SIM Connector, Lichtsensor, WiFi-Modul oder Vibrationsmotor.",,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57882,simple,O-XISXRMN8G77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57883,simple,O-XISXRMN8G82,Ladeelektronik,1,0,visible,,"USB wird nicht erkannt, Akku lädt nicht, entlädt schnell",,,taxable,,1,,,0,0,,,,,1,,,0,"Chips, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57884,simple,O-XISXRMN8O05,Garantieabwicklung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Smartphone > Xiaomi > Redmi Note 8, Weitere",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57885,simple,O-XISXRMN8O19,S-Mobilgeräteschutz Selbstbehalt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,50,"Artikelliste > Smartphone > Xiaomi > Redmi Note 8, Weitere",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57886,simple,O-XISXRMN8Z05,Panzerglas Premium inkl. Anbringung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57887,simple,O-XISXRMN8Z06,Panzerglas Standard inkl. Anbringung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57888,simple,O-XISXRMN8Z10,Hydrogel Folie inkl. Anbringung (vorne),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"24,9","Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57889,simple,O-XISXRMN8Z11,Hydrogel Folie inkl. Anbringung (vorne),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"24,9","Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 8",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57890,simple,O-XISXRMN9A00,Wasserschadenanalyse,1,0,visible,,"Wasser ist der größte Feind Deines Redmi Note 9s. Wenn Dein Redmi Note 9s Feuchtigkeit ausgesetzt wurde, sollte man schnell überprüfen, welcher Schaden dadurch entstanden ist oder noch entstehen könnte. Wir analysieren den Schaden an Deinem Redmi Note 9s, der durch das Wasser entstanden ist und klären Dich über notwendige Schritte auf. Beachten Sie bitte, dass wir Wasserschäden ausschließlich zum Zwecke der Datenrettung/-sicherung bearbeiten und eine Reparatur nur für diesen Zweck unter Ausschluss der Garantie angeboten wird.",,,taxable,,1,,,0,0,,,,,1,,,19,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 9s",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57891,simple,O-XISXRMN9A02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 9s",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57892,simple,O-XISXRMN9A04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Analysen, Artikelliste > Smartphone > Xiaomi > Redmi Note 9s",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57893,simple,O-XISXRMN9D06,Display Original,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 9s",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57894,simple,O-XISXRMN9D0,Display Standard,1,0,visible,,"Der Klassiker unter den Reparaturen. Ein Moment der Unachtsamkeit, und das Display Deines Redmi Note 9s ist hinüber. Wenn bei Deinem Redmi Note 9s sowohl die Scheibe, als auch der Bildschirm einen Schaden haben, so ist dies die richtige Reparatur.",,,taxable,,1,,,0,0,,,,,1,,,139,"Display, Artikelliste > Smartphone > Xiaomi > Redmi Note 9s",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57895,simple,O-XISXRMN9G00,Akku,1,0,visible,,"Der Akku Deines Redmi Note 9s ist schnell entladen, hat nicht mehr die gewohnte Leistung oder funktioniert überhaupt nicht mehr? Auch bei sorgsamen Umgang mit einem Redmi Note 9s kann es zu eben solchen Defekten kommen. Wir tauschen den alten, defekten Akku Deines Redmi Note 9s gegen einen Neuen mit voller Leistung aus.",,,taxable,,1,,,0,0,,,,,1,,,89,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 9s",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57896,simple,O-XISXRMN9G08,Akku Original,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 9s",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57897,simple,O-XISXRMN9G12,Backcover,1,0,visible,,"Dein Redmi Note 9s ist zwar ungünstig gefallen, Du hast aber das Glück, dass kein Glasbruch oder derartiges vorliegt. Dennoch stören Dich nun die vielen Kratzer am Rahmen oder am Backcover? Das ist für uns kein großes Problem, wir können Dir mit einem Redmi Note 9s Rahmenwechsel helfen.",,,taxable,,1,,,0,0,,,,,1,,,99,"Allgemein, Artikelliste > Smartphone > Xiaomi > Redmi Note 9s",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57898,simple,O-XISXRMN9G1,Kamera,1,0,visible,,Die Kamera Deines Redmi Note 9s ist defekt oder funktioniert überhaupt nicht mehr? Wir tauschen die defekte Kamera Deines Redmi Note 9s gegen eine neue maximal gleichwertige Kamera aus.,,,taxable,,1,,,0,0,,,,,1,,,0,"Kamera, Artikelliste > Smartphone > Xiaomi > Redmi Note 9s",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
57899,simple,O-XISXRMN9G20,Kameraglas,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Kamera, Artikelliste > Smartphone > Xiaomi > Redmi Note 9s",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
