ID,Typ,Artikelnummer,Name,Veröffentlicht,Ist hervorgehoben?,Sichtbarkeit im Katalog,Kurzbeschreibung,Beschreibung,"Datum, an dem Angebotspreis beginnt","Datum, an dem Angebotspreis endet",Steuerstatus,Steuerklasse,Vorrätig?,Lager,Geringe Lagermenge,Lieferrückstande erlaubt?,Nur einzeln verkaufen?,Gewicht (kg),Länge (cm),Breite (cm),Höhe (cm),Kundenbewertungen erlauben?,Hinweis zum Kauf,Angebotspreis,Regulärer Preis,Kategorien,Schlagwörter,Versandklasse,Bilder,Downloadlimit,Ablauftage des Downloads,Übergeordnetes Produkt,Gruppierte Produkte,Zusatzverkäufe,Cross-Sells (Querverkäufe),Externe URL,Button-Text,Position,Attribut 1 Name,Attribut 1 Wert(e),Attribut 1 Sichtbar,Attribut 1 Global,Attribut 2 Name,Attribut 2 Wert(e),Attribut 2 Sichtbar,Attribut 2 Global,Attribut 3 Name,Attribut 3 Wert(e),Attribut 3 Sichtbar,Attribut 3 Global,Attribut 4 Name,Attribut 4 Wert(e),Attribut 4 Sichtbar,Attribut 4 Global
29463,simple,O-NIKN2DSLA02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Artikelliste > Konsole > Nintendo > 2DS XL, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29464,simple,O-NIKN2DSLA03,Kostenvoranschlag für Versicherungen,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Artikelliste > Konsole > Nintendo > 2DS XL, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29465,simple,O-NIKN2DSLA04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Artikelliste > Konsole > Nintendo > 2DS XL, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29466,simple,O-NIKN2DSLD03,LCD/LED Wechsel,1,0,visible,,"Der Bildschirm Deiner 2DS XL hat Pixelfehler, Streifen oder funktioniert überhaupt nicht mehr? Auch das Display können wir austauschen, sodass Deine 2DS XL wieder ein schönes, einwandfreies Bild hat.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Konsole > Nintendo > 2DS XL, Display",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29467,simple,O-NIKN2DSLG3,Schalter,1,0,visible,,"Was nützt Dir Deine 2DS XL, wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Deine 2DS XL wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 2DS XL, Schalter",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29468,simple,O-NIKN2DSLG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, HDMI-Anschluss oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 2DS XL, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29469,simple,O-NIKN2DSLG63,Komplettreinigung inkl. Wärmeleitpaste,1,0,visible,,"Deine 2DS XL wird zu heiß oder ist zu laut? Dann ist vermutlich zu viel Staub in Deine 2DS XL gekommen. Dagegen hilft nur eine Reinigung, damit es Deiner 2DS XL wieder besser geht. ",,,taxable,,1,,,0,0,,,,,1,,,49,"Artikelliste > Konsole > Nintendo > 2DS XL, Reinigung",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29470,simple,O-NIKN2DSLG70,Mainboard Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 2DS XL, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29471,simple,O-NIKN2DSLG72,Netzbuchsen Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 2DS XL, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29472,simple,O-NIKN2DSLG77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 2DS XL, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29473,simple,O-NIKN2DSLL02,Lasereinheit,1,0,visible,,"Deine 2DS XL spielt keine Spiele oder Filme mehr ab? Die Blurays werden nur noch schlecht oder teilweise gelesen? Dann ist der Laser bzw. das Laufwerk Deiner Konsole defekt. Wir tauschen den Laser gegen einen neuen und sorgen dafür, dass die Konsole wieder Spiele und Filme abspielt. Diese Reparatur ist für alle PS4 geeignet, unabhängig davon welche Laser Version in der Konsole verbaut ist.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Konsole > Nintendo > 2DS XL, Laufwerk",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29474,simple,O-NIKN2DSXA02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Artikelliste > Konsole > Nintendo > 2DS, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29475,simple,O-NIKN2DSXA03,Kostenvoranschlag für Versicherungen,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Artikelliste > Konsole > Nintendo > 2DS, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29476,simple,O-NIKN2DSXA04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Artikelliste > Konsole > Nintendo > 2DS, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29477,simple,O-NIKN2DSXD03,LCD/LED Wechsel,1,0,visible,,"Der Bildschirm Deiner 2DS hat Pixelfehler, Streifen oder funktioniert überhaupt nicht mehr? Auch das Display können wir austauschen, sodass Deine 2DS wieder ein schönes, einwandfreies Bild hat.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Konsole > Nintendo > 2DS, Display",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29478,simple,O-NIKN2DSXG3,Schalter,1,0,visible,,"Was nützt Dir Deine 2DS, wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Deine 2DS wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 2DS, Schalter",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29479,simple,O-NIKN2DSXG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, HDMI-Anschluss oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 2DS, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29480,simple,O-NIKN2DSXG63,Komplettreinigung inkl. Wärmeleitpaste,1,0,visible,,"Deine 2DS wird zu heiß oder ist zu laut? Dann ist vermutlich zu viel Staub in Deine 2DS gekommen. Dagegen hilft nur eine Reinigung, damit es Deiner 2DS wieder besser geht. ",,,taxable,,1,,,0,0,,,,,1,,,49,"Artikelliste > Konsole > Nintendo > 2DS, Reinigung",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29481,simple,O-NIKN2DSXG70,Mainboard Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 2DS, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29482,simple,O-NIKN2DSXG72,Netzbuchsen Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 2DS, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29483,simple,O-NIKN2DSXG77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 2DS, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29484,simple,O-NIKN2DSXL02,Lasereinheit,1,0,visible,,"Deine 2DS spielt keine Spiele oder Filme mehr ab? Die Blurays werden nur noch schlecht oder teilweise gelesen? Dann ist der Laser bzw. das Laufwerk Deiner Konsole defekt. Wir tauschen den Laser gegen einen neuen und sorgen dafür, dass die Konsole wieder Spiele und Filme abspielt. Diese Reparatur ist für alle PS4 geeignet, unabhängig davon welche Laser Version in der Konsole verbaut ist.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Konsole > Nintendo > 2DS, Laufwerk",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29485,simple,O-NIKN3DSLA02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Artikelliste > Konsole > Nintendo > 3DS XL, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29486,simple,O-NIKN3DSLA03,Kostenvoranschlag für Versicherungen,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Artikelliste > Konsole > Nintendo > 3DS XL, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29487,simple,O-NIKN3DSLA04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Artikelliste > Konsole > Nintendo > 3DS XL, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29488,simple,O-NIKN3DSLD03,LCD/LED Wechsel,1,0,visible,,"Der Bildschirm Deiner 3DS XL hat Pixelfehler, Streifen oder funktioniert überhaupt nicht mehr? Auch das Display können wir austauschen, sodass Deine 3DS XL wieder ein schönes, einwandfreies Bild hat.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Konsole > Nintendo > 3DS XL, Display",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29489,simple,O-NIKN3DSLG3,Schalter,1,0,visible,,"Was nützt Dir Deine 3DS XL, wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Deine 3DS XL wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 3DS XL, Schalter",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29490,simple,O-NIKN3DSLG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, HDMI-Anschluss oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 3DS XL, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29491,simple,O-NIKN3DSLG63,Komplettreinigung inkl. Wärmeleitpaste,1,0,visible,,"Deine 3DS XL wird zu heiß oder ist zu laut? Dann ist vermutlich zu viel Staub in Deine 3DS XL gekommen. Dagegen hilft nur eine Reinigung, damit es Deiner 3DS XL wieder besser geht. ",,,taxable,,1,,,0,0,,,,,1,,,49,"Artikelliste > Konsole > Nintendo > 3DS XL, Reinigung",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29492,simple,O-NIKN3DSLG70,Mainboard Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 3DS XL, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29493,simple,O-NIKN3DSLG72,Netzbuchsen Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 3DS XL, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29494,simple,O-NIKN3DSLG77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 3DS XL, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29495,simple,O-NIKN3DSLL02,Lasereinheit,1,0,visible,,"Deine 3DS XL spielt keine Spiele oder Filme mehr ab? Die Blurays werden nur noch schlecht oder teilweise gelesen? Dann ist der Laser bzw. das Laufwerk Deiner Konsole defekt. Wir tauschen den Laser gegen einen neuen und sorgen dafür, dass die Konsole wieder Spiele und Filme abspielt. Diese Reparatur ist für alle PS4 geeignet, unabhängig davon welche Laser Version in der Konsole verbaut ist.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Konsole > Nintendo > 3DS XL, Laufwerk",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29496,simple,O-NIKN3DSXA02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Artikelliste > Konsole > Nintendo > 3DS, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29497,simple,O-NIKN3DSXA03,Kostenvoranschlag für Versicherungen,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Artikelliste > Konsole > Nintendo > 3DS, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29498,simple,O-NIKN3DSXA04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Artikelliste > Konsole > Nintendo > 3DS, Analysen",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29499,simple,O-NIKN3DSXD03,LCD/LED Wechsel,1,0,visible,,"Der Bildschirm Deiner 3DS hat Pixelfehler, Streifen oder funktioniert überhaupt nicht mehr? Auch das Display können wir austauschen, sodass Deine 3DS wieder ein schönes, einwandfreies Bild hat.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Konsole > Nintendo > 3DS, Display",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29500,simple,O-NIKN3DSXG3,Schalter,1,0,visible,,"Was nützt Dir Deine 3DS, wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Deine 3DS wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 3DS, Schalter",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29501,simple,O-NIKN3DSXG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, HDMI-Anschluss oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 3DS, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29502,simple,O-NIKN3DSXG63,Komplettreinigung inkl. Wärmeleitpaste,1,0,visible,,"Deine 3DS wird zu heiß oder ist zu laut? Dann ist vermutlich zu viel Staub in Deine 3DS gekommen. Dagegen hilft nur eine Reinigung, damit es Deiner 3DS wieder besser geht. ",,,taxable,,1,,,0,0,,,,,1,,,49,"Artikelliste > Konsole > Nintendo > 3DS, Reinigung",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29503,simple,O-NIKN3DSXG70,Mainboard Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 3DS, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29504,simple,O-NIKN3DSXG72,Netzbuchsen Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 3DS, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29505,simple,O-NIKN3DSXG77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Nintendo > 3DS, Allgemein",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29506,simple,O-NIKN3DSXL02,Lasereinheit,1,0,visible,,"Deine 3DS spielt keine Spiele oder Filme mehr ab? Die Blurays werden nur noch schlecht oder teilweise gelesen? Dann ist der Laser bzw. das Laufwerk Deiner Konsole defekt. Wir tauschen den Laser gegen einen neuen und sorgen dafür, dass die Konsole wieder Spiele und Filme abspielt. Diese Reparatur ist für alle PS4 geeignet, unabhängig davon welche Laser Version in der Konsole verbaut ist.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Konsole > Nintendo > 3DS, Laufwerk",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29507,simple,O-NIKWIUGPA02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Nintendo > Wii U Gamepad",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29508,simple,O-NIKWIUGPA03,Kostenvoranschlag für Versicherungen,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Nintendo > Wii U Gamepad",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29509,simple,O-NIKWIUGPA04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Analysen, Artikelliste > Konsole > Nintendo > Wii U Gamepad",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29510,simple,O-NIKWIUGPD03,LCD/LED Wechsel,1,0,visible,,"Der Bildschirm Deiner Wii U Gamepad hat Pixelfehler, Streifen oder funktioniert überhaupt nicht mehr? Auch das Display können wir austauschen, sodass Deine Wii U Gamepad wieder ein schönes, einwandfreies Bild hat.",,,taxable,,1,,,0,0,,,,,1,,,89,"Display, Artikelliste > Konsole > Nintendo > Wii U Gamepad",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29511,simple,O-NIKWIUGPG3,Schalter,1,0,visible,,"Was nützt Dir Deine Wii U Gamepad, wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Deine Wii U Gamepad wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Schalter, Artikelliste > Konsole > Nintendo > Wii U Gamepad",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29512,simple,O-NIKWIUGPG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, HDMI-Anschluss oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii U Gamepad",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29513,simple,O-NIKWIUGPG63,Komplettreinigung inkl. Wärmeleitpaste,1,0,visible,,"Deine Wii U Gamepad wird zu heiß oder ist zu laut? Dann ist vermutlich zu viel Staub in Deine Wii U Gamepad gekommen. Dagegen hilft nur eine Reinigung, damit es Deiner Wii U Gamepad wieder besser geht. ",,,taxable,,1,,,0,0,,,,,1,,,49,"Reinigung, Artikelliste > Konsole > Nintendo > Wii U Gamepad",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29514,simple,O-NIKWIUGPG70,Mainboard Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii U Gamepad",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29515,simple,O-NIKWIUGPG72,Netzbuchsen Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii U Gamepad",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29516,simple,O-NIKWIUGPG77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii U Gamepad",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29517,simple,O-NIKWIUXXA02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Nintendo > Wii U",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29518,simple,O-NIKWIUXXA03,Kostenvoranschlag für Versicherungen,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Nintendo > Wii U",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29519,simple,O-NIKWIUXXA04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Analysen, Artikelliste > Konsole > Nintendo > Wii U",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29520,simple,O-NIKWIUXXG3,Schalter,1,0,visible,,"Was nützt Dir Deine Wii U, wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Deine Wii U wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Schalter, Artikelliste > Konsole > Nintendo > Wii U",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29521,simple,O-NIKWIUXXG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, HDMI-Anschluss oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii U",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29522,simple,O-NIKWIUXXG63,Komplettreinigung inkl. Wärmeleitpaste,1,0,visible,,"Deine Wii U wird zu heiß oder ist zu laut? Dann ist vermutlich zu viel Staub in Deine Wii U gekommen. Dagegen hilft nur eine Reinigung, damit es Deiner Wii U wieder besser geht. ",,,taxable,,1,,,0,0,,,,,1,,,49,"Reinigung, Artikelliste > Konsole > Nintendo > Wii U",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29523,simple,O-NIKWIUXXG70,Mainboard Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii U",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29524,simple,O-NIKWIUXXG72,Netzbuchsen Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii U",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29525,simple,O-NIKWIUXXG77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii U",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29526,simple,O-NIKWIUXXL02,Lasereinheit,1,0,visible,,"Deine Wii U spielt keine Spiele oder Filme mehr ab? Die Blurays werden nur noch schlecht oder teilweise gelesen? Dann ist der Laser bzw. das Laufwerk Deiner Konsole defekt. Wir tauschen den Laser gegen einen neuen und sorgen dafür, dass die Konsole wieder Spiele und Filme abspielt. Diese Reparatur ist für alle PS4 geeignet, unabhängig davon welche Laser Version in der Konsole verbaut ist.",,,taxable,,1,,,0,0,,,,,1,,,89,"Laufwerk, Artikelliste > Konsole > Nintendo > Wii U",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29527,simple,O-NIKWIXXXA02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Nintendo > Wii",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29528,simple,O-NIKWIXXXA03,Kostenvoranschlag für Versicherungen,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Nintendo > Wii",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29529,simple,O-NIKWIXXXA04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Analysen, Artikelliste > Konsole > Nintendo > Wii",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29530,simple,O-NIKWIXXXG3,Schalter,1,0,visible,,"Was nützt Dir Deine Wii, wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Deine Wii wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Schalter, Artikelliste > Konsole > Nintendo > Wii",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29531,simple,O-NIKWIXXXG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, HDMI-Anschluss oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29532,simple,O-NIKWIXXXG63,Komplettreinigung inkl. Wärmeleitpaste,1,0,visible,,"Deine Wii wird zu heiß oder ist zu laut? Dann ist vermutlich zu viel Staub in Deine Wii gekommen. Dagegen hilft nur eine Reinigung, damit es Deiner Wii wieder besser geht. ",,,taxable,,1,,,0,0,,,,,1,,,49,"Reinigung, Artikelliste > Konsole > Nintendo > Wii",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29533,simple,O-NIKWIXXXG70,Mainboard Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29534,simple,O-NIKWIXXXG72,Netzbuchsen Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29535,simple,O-NIKWIXXXG77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Nintendo > Wii",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29536,simple,O-NIKWIXXXL02,Lasereinheit,1,0,visible,,"Deine Wii spielt keine Spiele oder Filme mehr ab? Die Blurays werden nur noch schlecht oder teilweise gelesen? Dann ist der Laser bzw. das Laufwerk Deiner Konsole defekt. Wir tauschen den Laser gegen einen neuen und sorgen dafür, dass die Konsole wieder Spiele und Filme abspielt. Diese Reparatur ist für alle PS4 geeignet, unabhängig davon welche Laser Version in der Konsole verbaut ist.",,,taxable,,1,,,0,0,,,,,1,,,89,"Laufwerk, Artikelliste > Konsole > Nintendo > Wii",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29537,simple,O-SOKPS3SSA02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29538,simple,O-SOKPS3SSA03,Kostenvoranschlag für Versicherungen,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29539,simple,O-SOKPS3SSA04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Analysen, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29540,simple,O-SOKPS3SSF03,"Festplatte 2,5'' 1TB",1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3 [Super-Slim], damit Sie Deine Playstation 3 [Super-Slim] wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere Festplatte in Deine Playstation 3 [Super-Slim].",,,taxable,,1,,,0,0,,,,,1,,,85,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
