SKU	            Device_Type
O-APMIPN7XG64	MP3-Player
O-APMIPT2XA03	MP3-Player
O-APMIPT2XA04	MP3-Player
O-APMIPT2XG00	MP3-Player
O-APMIPT2XG1	MP3-Player
O-APMIPT2XG3	MP3-Player
O-APMIPT2XG4	MP3-Player
O-APMIPT2XG5	MP3-Player
O-APMIPT2XG64	MP3-Player
O-APMIPT3XA03	MP3-Player
O-APMIPT3XA04	MP3-Player
O-APMIPT3XG00	MP3-Player
O-APMIPT3XG1	MP3-Player
O-APMIPT3XG3	MP3-Player
O-APMIPT3XG4	MP3-Player
O-APMIPT3XG5	MP3-Player
O-APMIPT3XG64	MP3-Player
O-APMIPT4XA03	MP3-Player
O-APMIPT4XA04	MP3-Player
O-APMIPT4XD0	MP3-Player
O-APMIPT4XG00	MP3-Player
O-APMIPT4XG1	MP3-Player
O-APMIPT4XG3	MP3-Player
O-APMIPT4XG4	MP3-Player
O-APMIPT4XG5	MP3-Player
O-APMIPT4XG64	MP3-Player
O-APMIPT5XA03	MP3-Player
O-APMIPT5XA04	MP3-Player
O-APMIPT5XD0	MP3-Player
O-APMIPT5XG00	MP3-Player
O-APMIPT5XG1	MP3-Player
O-APMIPT5XG3	MP3-Player
O-APMIPT5XG4	MP3-Player
O-APMIPT5XG5	MP3-Player
O-APMIPT5XG64	MP3-Player
O-APMIPT6XA03	MP3-Player
O-APMIPT6XA04	MP3-Player
O-APMIPT6XD0	MP3-Player
O-APMIPT6XG00	MP3-Player
O-APMIPT6XG1	MP3-Player
O-APMIPT6XG3	MP3-Player
O-APMIPT6XG4	MP3-Player
O-APMIPT6XG5	MP3-Player
O-APMIPT6XG64	MP3-Player
O-DMMDIVXXA03	MP3-Player
O-DMMDIVXXA04	MP3-Player
O-APTIP105D0	Tablet
O-APTIP105G00	Tablet
O-APTIP105G1	Tablet
O-APTIP105G3	Tablet
O-APTIP105G4	Tablet
O-APTIP105G5	Tablet
O-APTIP105S00	Tablet
O-APTIP129D0	Tablet
O-APTIP129G00	Tablet
O-APTIP129G1	Tablet
O-APTIP129G3	Tablet
O-APTIP129G4	Tablet
O-APTIP129G5	Tablet
O-APTIP129S00	Tablet
O-APTIP18XD02	Tablet
O-APTIP18XD0	Tablet
O-APTIP18XG00	Tablet
O-APTIP18XG1	Tablet
O-APTIP18XG3	Tablet
O-APTIP18XG4	Tablet
O-APTIP18XG5	Tablet
O-APTIP18XS00	Tablet
O-APTIP2XXD02	Tablet
O-APTIP2XXD03	Tablet
O-APTIP2XXD0	Tablet
O-APTIP2XXG00	Tablet
O-APTIP2XXG1	Tablet
O-APTIP2XXG3	Tablet
O-APTIP2XXG4	Tablet
O-APTIP2XXG5	Tablet
O-APTIP2XXS00	Tablet
O-APTIP3XXD02	Tablet
O-APTIP3XXD03	Tablet
O-APTIP3XXD0	Tablet
O-APTIP3XXG00	Tablet
O-APTIP3XXG1	Tablet
O-APTIP3XXG3	Tablet
O-APTIP3XXG4	Tablet
O-APTIP3XXG5	Tablet
O-APTIP3XXS00	Tablet
O-APTIP4XXD02	Tablet
O-APTIP4XXD03	Tablet
O-APTIP4XXD0	Tablet
O-APTIP4XXG00	Tablet
O-APTIP4XXG1	Tablet
O-APTIP4XXG3	Tablet
O-APTIP4XXG4	Tablet
O-APTIP4XXG5	Tablet
O-APTIP4XXS00	Tablet
O-APTIPA2XD02	Tablet
O-APTIPA2XD0	Tablet
O-APTIPA2XG00	Tablet
O-APTIPA2XG1	Tablet
O-APTIPA2XG3	Tablet
O-APTIPA2XG4	Tablet
O-APTIPA2XG5	Tablet
O-APTIPA2XS00	Tablet
O-APTIPAIRD02	Tablet
O-APTIPAIRD03	Tablet
O-APTIPAIRD0	Tablet
O-APTIPAIRG00	Tablet
O-APTIPAIRG1	Tablet
O-APTIPAIRG3	Tablet
O-APTIPAIRG4	Tablet
O-APTIPAIRG5	Tablet
O-APTIPAIRS00	Tablet
O-APTIPAM4D0	Tablet
O-APTIPAM4G00	Tablet
O-APTIPAM4G1	Tablet
O-APTIPAM4G3	Tablet
O-APTIPAM4G4	Tablet
O-APTIPAM4G5	Tablet
O-APTIPAM4S00	Tablet
O-APTIPAXXD02	Tablet
O-APTIPAXXD03	Tablet
O-APTIPAXXD0	Tablet
O-APTIPAXXG00	Tablet
O-APTIPAXXG1	Tablet
O-APTIPAXXG3	Tablet
O-APTIPAXXG4	Tablet
O-APTIPAXXG5	Tablet
O-APTIPAXXS00	Tablet
O-APTIPM2XD02	Tablet
O-APTIPM2XD03	Tablet
O-APTIPM2XD0	Tablet
O-APTIPM2XG00	Tablet
O-APTIPM2XG1	Tablet
O-APTIPM2XG3	Tablet
O-APTIPM2XG4	Tablet
O-APTIPM2XG5	Tablet
O-APTIPM2XS00	Tablet
O-APTIPM3XD02	Tablet
O-APTIPM3XD03	Tablet
O-APTIPM3XD0	Tablet
O-APTIPM3XG00	Tablet
O-APTIPM3XG1	Tablet
O-APTIPM3XG3	Tablet
O-APTIPM3XG4	Tablet
O-APTIPM3XG5	Tablet
O-APTIPM3XS00	Tablet
O-APTIPMXXD02	Tablet
O-APTIPMXXD03	Tablet
O-APTIPMXXD0	Tablet
O-APTIPMXXG00	Tablet
O-APTIPMXXG1	Tablet
O-APTIPMXXG3	Tablet
O-APTIPMXXG4	Tablet
O-APTIPMXXG5	Tablet
O-APTIPMXXS00	Tablet
O-APTIPP11D02	Tablet
O-APTIPP11D0	Tablet
O-APTIPP11G00	Tablet
O-APTIPP11G1	Tablet
O-APTIPP11G3	Tablet
O-APTIPP11G4	Tablet
O-APTIPP11G5	Tablet
O-APTIPP11S00	Tablet
O-APTIPP18D02	Tablet
O-APTIPP18D0	Tablet
O-APTIPP18G00	Tablet
O-APTIPP18G1	Tablet
O-APTIPP18G3	Tablet
O-APTIPP18G4	Tablet
O-APTIPP18G5	Tablet
O-APTIPP18S00	Tablet
O-APTIPP9XD0	Tablet
O-APTIPP9XG00	Tablet
O-APTIPP9XG1	Tablet
O-APTIPP9XG3	Tablet
O-APTIPP9XG4	Tablet
O-APTIPP9XG5	Tablet
O-APTIPP9XS00	Tablet
O-APTIPPXXD0	Tablet
O-APTIPPXXG00	Tablet
O-APTIPPXXG1	Tablet
O-APTIPPXXG3	Tablet
O-APTIPPXXG4	Tablet
O-APTIPPXXG5	Tablet
O-APTIPPXXS00	Tablet
O-ASTME302D0	Tablet
O-ASTME302G00	Tablet
O-ASTME302G1	Tablet
O-ASTME302G3	Tablet
O-ASTME302G4	Tablet
O-ASTME302G5	Tablet
O-ASTME302S03	Tablet
O-ASTME302S07	Tablet
O-ASTME302S09	Tablet
O-ASTME302S18	Tablet
O-ASTNEX72D0	Tablet
O-ASTNEX72G00	Tablet
O-ASTNEX72G1	Tablet
O-ASTNEX72G3	Tablet
O-ASTNEX72G4	Tablet
O-ASTNEX72G5	Tablet
O-ASTNEX72S03	Tablet
O-ASTNEX72S07	Tablet
O-ASTNEX72S09	Tablet
O-ASTNEX72S18	Tablet
O-ASTNEX7XD0	Tablet
O-ASTNEX7XG00	Tablet
O-ASTNEX7XG1	Tablet
O-ASTNEX7XG3	Tablet
O-ASTNEX7XG4	Tablet
O-ASTNEX7XG5	Tablet
O-ASTNEX7XS03	Tablet
O-ASTNEX7XS07	Tablet
O-ASTNEX7XS09	Tablet
O-ASTNEX7XS18	Tablet
O-ASTZENPXD0	Tablet
O-ASTZENPXG00	Tablet
O-ASTZENPXG1	Tablet
O-ASTZENPXG3	Tablet
O-ASTZENPXG4	Tablet
O-ASTZENPXG5	Tablet
O-ASTZENPXS03	Tablet
O-ASTZENPXS07	Tablet
O-ASTZENPXS09	Tablet
O-ASTZENPXS18	Tablet
O-MITSUR2XD0	Tablet
O-MITSUR3XD0	Tablet
O-MITSURP1D0	Tablet
O-MITSURP2D0	Tablet
O-MITSURP3D0	Tablet
O-MITSURP4D0	Tablet
O-MITSURP5D0	Tablet
O-MITSURR2D0	Tablet
O-MITSURRXD0	Tablet
O-SATGBW6XD0	Tablet
O-SATGBW6XG00	Tablet
O-SATGBW6XG1	Tablet
O-SATGBW6XG3	Tablet
O-SATGBW6XG4	Tablet
O-SATGBW6XG5	Tablet
O-SATGBW6XS00	Tablet
O-SATGBW6XS03	Tablet
O-SATGBW6XS07	Tablet
O-SATGBW6XS09	Tablet
O-SATGBW6XS18	Tablet
O-SATGN210D0	Tablet
O-SATGN210G00	Tablet
O-SATGN210G1	Tablet
O-SATGN210G3	Tablet
O-SATGN210G4	Tablet
O-SATGN210G5	Tablet
O-SATGN210S00	Tablet
O-SATGN210S03	Tablet
O-SATGN210S07	Tablet
O-SATGN210S09	Tablet
O-SATGN210S18	Tablet
O-SATGN8XXD0	Tablet
O-SATGN8XXG00	Tablet
O-SATGN8XXG1	Tablet
O-SATGN8XXG3	Tablet
O-SATGN8XXG4	Tablet
O-SATGN8XXG5	Tablet
O-SATGN8XXS00	Tablet
O-SATGN8XXS03	Tablet
O-SATGN8XXS07	Tablet
O-SATGN8XXS09	Tablet
O-SATGN8XXS18	Tablet
O-SATGNP12D0	Tablet
O-SATGNP12G00	Tablet
O-SATGNP12G1	Tablet
O-SATGNP12G3	Tablet
O-SATGNP12G4	Tablet
O-SATGNP12G5	Tablet
O-SATGNP12S00	Tablet
O-SATGNP12S03	Tablet
O-SATGNP12S07	Tablet
O-SATGNP12S09	Tablet
O-SATGNP12S18	Tablet
O-SATGT10XD0	Tablet
O-SATGT10XG00	Tablet
O-SATGT10XG1	Tablet
O-SATGT10XG3	Tablet
O-SATGT10XG4	Tablet
O-SATGT10XG5	Tablet
O-SATGT10XS00	Tablet
O-SATGT10XS03	Tablet
O-SATGT10XS07	Tablet
O-SATGT10XS09	Tablet
O-SATGT10XS18	Tablet
O-SATGT210D0	Tablet
O-SATGT210G00	Tablet
O-SATGT210G1	Tablet
O-SATGT210G3	Tablet
O-SATGT210G4	Tablet
O-SATGT210G5	Tablet
O-SATGT210S00	Tablet
O-SATGT210S03	Tablet
O-SATGT210S07	Tablet
O-SATGT210S09	Tablet
O-SATGT210S18	Tablet
O-SATGT27XD0	Tablet
O-SATGT27XG00	Tablet
O-SATGT27XG1	Tablet
O-SATGT27XG3	Tablet
O-SATGT27XG4	Tablet
O-SATGT27XG5	Tablet
O-SATGT27XS00	Tablet
O-SATGT27XS03	Tablet
O-SATGT27XS07	Tablet
O-SATGT27XS09	Tablet
O-SATGT27XS18	Tablet
O-SATGT310D0	Tablet
O-SATGT310G00	Tablet
O-SATGT310G1	Tablet
O-SATGT310G3	Tablet
O-SATGT310G4	Tablet
O-SATGT310G5	Tablet
O-SATGT310S00	Tablet
O-SATGT310S03	Tablet
O-SATGT310S07	Tablet
O-SATGT310S09	Tablet
O-SATGT310S18	Tablet
O-SATGT37XD0	Tablet
O-SATGT37XG00	Tablet
O-SATGT37XG1	Tablet
O-SATGT37XG3	Tablet
O-SATGT37XG4	Tablet
O-SATGT37XG5	Tablet
O-SATGT37XS00	Tablet
O-SATGT37XS03	Tablet
O-SATGT37XS07	Tablet
O-SATGT37XS09	Tablet
O-SATGT37XS18	Tablet
O-SATGT38XD0	Tablet
O-SATGT38XG00	Tablet
O-SATGT38XG1	Tablet
O-SATGT38XG3	Tablet
O-SATGT38XG4	Tablet
O-SATGT38XG5	Tablet
O-SATGT38XS00	Tablet
O-SATGT38XS03	Tablet
O-SATGT38XS07	Tablet
O-SATGT38XS09	Tablet
O-SATGT38XS18	Tablet
O-SATGT3LXD0	Tablet
O-SATGT3LXG00	Tablet
O-SATGT3LXG1	Tablet
O-SATGT3LXG3	Tablet
O-SATGT3LXG4	Tablet
O-SATGT3LXG5	Tablet
O-SATGT3LXS00	Tablet
O-SATGT3LXS03	Tablet
O-SATGT3LXS07	Tablet
O-SATGT3LXS09	Tablet
O-SATGT3LXS18	Tablet
O-SATGT410D0	Tablet
O-SATGT410G00	Tablet
O-SATGT410G1	Tablet
O-SATGT410G3	Tablet
O-SATGT410G4	Tablet
O-SATGT410G5	Tablet
O-SATGT410S00	Tablet
O-SATGT410S03	Tablet
O-SATGT410S07	Tablet
O-SATGT410S09	Tablet
O-SATGT410S18	Tablet
O-SATGT47XD0	Tablet
O-SATGT47XG00	Tablet
O-SATGT47XG1	Tablet
O-SATGT47XG3	Tablet
O-SATGT47XG4	Tablet
O-SATGT47XG5	Tablet
O-SATGT47XS00	Tablet
O-SATGT47XS03	Tablet
O-SATGT47XS07	Tablet
O-SATGT47XS09	Tablet
O-SATGT47XS18	Tablet
O-SATGT48XD0	Tablet
O-SATGT48XG00	Tablet
O-SATGT48XG1	Tablet
O-SATGT48XG3	Tablet
O-SATGT48XG4	Tablet
O-SATGT48XG5	Tablet
O-SATGT48XS00	Tablet
O-SATGT48XS03	Tablet
O-SATGT48XS07	Tablet
O-SATGT48XS09	Tablet
O-SATGT48XS18	Tablet
O-SATGT580D0	Tablet
O-SATGT580G00	Tablet
O-SATGT580G1	Tablet
O-SATGT580G3	Tablet
O-SATGT580G4	Tablet
O-SATGT580G5	Tablet
O-SATGT580S00	Tablet
O-SATGT580S03	Tablet
O-SATGT580S07	Tablet
O-SATGT580S09	Tablet
O-SATGT580S18	Tablet
O-SATGT7PXD0	Tablet
O-SATGT7PXG00	Tablet
O-SATGT7PXG1	Tablet
O-SATGT7PXG3	Tablet
O-SATGT7PXG4	Tablet
O-SATGT7PXG5	Tablet
O-SATGT7PXS00	Tablet
O-SATGT7PXS03	Tablet
O-SATGT7PXS07	Tablet
O-SATGT7PXS09	Tablet
O-SATGT7PXS18	Tablet
O-SATGT7XXD0	Tablet
O-SATGT7XXG00	Tablet
O-SATGT7XXG1	Tablet
O-SATGT7XXG3	Tablet
O-SATGT7XXG4	Tablet
O-SATGT7XXG5	Tablet
O-SATGT7XXS00	Tablet
O-SATGT7XXS03	Tablet
O-SATGT7XXS07	Tablet
O-SATGT7XXS09	Tablet
O-SATGT7XXS18	Tablet
O-SATGT819D0	Tablet
O-SATGT819G00	Tablet
O-SATGT819G1	Tablet
O-SATGT819G3	Tablet
O-SATGT819G4	Tablet
O-SATGT819G5	Tablet
O-SATGT819S00	Tablet
O-SATGT819S03	Tablet
O-SATGT819S07	Tablet
O-SATGT819S09	Tablet
O-SATGT819S18	Tablet
O-SATGT825D0	Tablet
O-SATGT825G00	Tablet
O-SATGT825G1	Tablet
O-SATGT825G3	Tablet
O-SATGT825G4	Tablet
O-SATGT825G5	Tablet
O-SATGT825S00	Tablet
O-SATGT825S03	Tablet
O-SATGT825S07	Tablet
O-SATGT825S09	Tablet
O-SATGT825S18	Tablet
O-SATGT8XXD0	Tablet
O-SATGT8XXG00	Tablet
O-SATGT8XXG1	Tablet
O-SATGT8XXG3	Tablet
O-SATGT8XXG4	Tablet
O-SATGT8XXG5	Tablet
O-SATGT8XXS00	Tablet
O-SATGT8XXS03	Tablet
O-SATGT8XXS07	Tablet
O-SATGT8XXS09	Tablet
O-SATGT8XXS18	Tablet
O-SATGTA58D0	Tablet
O-SATGTA58G00	Tablet
O-SATGTA58G1	Tablet
O-SATGTA58G3	Tablet
O-SATGTA58G4	Tablet
O-SATGTA58G5	Tablet
O-SATGTA58S00	Tablet
O-SATGTA58S03	Tablet
O-SATGTA58S07	Tablet
O-SATGTA58S09	Tablet
O-SATGTA58S18	Tablet
O-SATGTAXXD0	Tablet
O-SATGTAXXG00	Tablet
O-SATGTAXXG1	Tablet
O-SATGTAXXG3	Tablet
O-SATGTAXXG4	Tablet
O-SATGTAXXG5	Tablet
O-SATGTAXXS00	Tablet
O-SATGTAXXS03	Tablet
O-SATGTAXXS07	Tablet
O-SATGTAXXS09	Tablet
O-SATGTAXXS18	Tablet
O-SATGTEXXD0	Tablet
O-SATGTEXXG00	Tablet
O-SATGTEXXG1	Tablet
O-SATGTEXXG3	Tablet
O-SATGTEXXG4	Tablet
O-SATGTEXXG5	Tablet
O-SATGTEXXS00	Tablet
O-SATGTEXXS03	Tablet
O-SATGTEXXS07	Tablet
O-SATGTEXXS09	Tablet
O-SATGTEXXS18	Tablet
O-SATGTP10D0	Tablet
O-SATGTP10G00	Tablet
O-SATGTP10G1	Tablet
O-SATGTP10G3	Tablet
O-SATGTP10G4	Tablet
O-SATGTP10G5	Tablet
O-SATGTP10S00	Tablet
O-SATGTP10S03	Tablet
O-SATGTP10S07	Tablet
O-SATGTP10S09	Tablet
O-SATGTP10S18	Tablet
O-SATGTP12D0	Tablet
O-SATGTP12G00	Tablet
O-SATGTP12G1	Tablet
O-SATGTP12G3	Tablet
O-SATGTP12G4	Tablet
O-SATGTP12G5	Tablet
O-SATGTP12S00	Tablet
O-SATGTP12S03	Tablet
O-SATGTP12S07	Tablet
O-SATGTP12S09	Tablet
O-SATGTP12S18	Tablet
O-SATGTP8XD0	Tablet
O-SATGTP8XG00	Tablet
O-SATGTP8XG1	Tablet
O-SATGTP8XG3	Tablet
O-SATGTP8XG4	Tablet
O-SATGTP8XG5	Tablet
O-SATGTP8XS00	Tablet
O-SATGTP8XS03	Tablet
O-SATGTP8XS07	Tablet
O-SATGTP8XS09	Tablet
O-SATGTP8XS18	Tablet
O-SATGTPS7D0	Tablet
O-SATGTPS7G00	Tablet
O-SATGTPS7G1	Tablet
O-SATGTPS7G3	Tablet
O-SATGTPS7G4	Tablet
O-SATGTPS7G5	Tablet
O-SATGTPS7S00	Tablet
O-SATGTPS7S03	Tablet
O-SATGTPS7S07	Tablet
O-SATGTPS7S09	Tablet
O-SATGTPS7S18	Tablet
O-SATGTS10D0	Tablet
O-SATGTS10G00	Tablet
O-SATGTS10G1	Tablet
O-SATGTS10G3	Tablet
O-SATGTS10G4	Tablet
O-SATGTS10G5	Tablet
O-SATGTS10S00	Tablet
O-SATGTS10S03	Tablet
O-SATGTS10S07	Tablet
O-SATGTS10S09	Tablet
O-SATGTS10S18	Tablet
O-SATGTS28D0	Tablet
O-SATGTS28G00	Tablet
O-SATGTS28G1	Tablet
O-SATGTS28G3	Tablet
O-SATGTS28G4	Tablet
O-SATGTS28G5	Tablet
O-SATGTS28S00	Tablet
O-SATGTS28S03	Tablet
O-SATGTS28S07	Tablet
O-SATGTS28S09	Tablet
O-SATGTS28S18	Tablet
O-SATGTS2LD0	Tablet
O-SATGTS2LG00	Tablet
O-SATGTS2LG1	Tablet
O-SATGTS2LG3	Tablet
O-SATGTS2LG4	Tablet
O-SATGTS2LG5	Tablet
O-SATGTS2LS00	Tablet
O-SATGTS2LS03	Tablet
O-SATGTS2LS07	Tablet
O-SATGTS2LS09	Tablet
O-SATGTS2LS18	Tablet
O-SATGTS2XD0	Tablet
O-SATGTS2XG00	Tablet
O-SATGTS2XG1	Tablet
O-SATGTS2XG3	Tablet
O-SATGTS2XG4	Tablet
O-SATGTS2XG5	Tablet
O-SATGTS2XS00	Tablet
O-SATGTS2XS03	Tablet
O-SATGTS2XS07	Tablet
O-SATGTS2XS09	Tablet
O-SATGTS2XS18	Tablet
O-SATGTS4WD0	Tablet
O-SATGTS4WG00	Tablet
O-SATGTS4WG1	Tablet
O-SATGTS4WG3	Tablet
O-SATGTS4WG4	Tablet
O-SATGTS4WG5	Tablet
O-SATGTS4WS00	Tablet
O-SATGTS4WS03	Tablet
O-SATGTS4WS07	Tablet
O-SATGTS4WS09	Tablet
O-SATGTS4WS18	Tablet
O-SATGTS8XD0	Tablet
O-SATGTS8XG00	Tablet
O-SATGTS8XG1	Tablet
O-SATGTS8XG3	Tablet
O-SATGTS8XG4	Tablet
O-SATGTS8XG5	Tablet
O-SATGTS8XS00	Tablet
O-SATGTS8XS03	Tablet
O-SATGTS8XS07	Tablet
O-SATGTS8XS09	Tablet
O-SATGTS8XS18	Tablet
O-SATGTSXXD0	Tablet
O-SATGTSXXG00	Tablet
O-SATGTSXXG1	Tablet
O-SATGTSXXG3	Tablet
O-SATGTSXXG4	Tablet
O-SATGTSXXG5	Tablet
O-SATGTSXXS00	Tablet
O-SATGTSXXS03	Tablet
O-SATGTSXXS07	Tablet
O-SATGTSXXS09	Tablet
O-SATGTSXXS18	Tablet
O-SATGTXXXD0	Tablet
O-SATGTXXXG00	Tablet
O-SATGTXXXG1	Tablet
O-SATGTXXXG3	Tablet
O-SATGTXXXG4	Tablet
O-SATGTXXXG5	Tablet
O-SATGTXXXS00	Tablet
O-SATGTXXXS03	Tablet
O-SATGTXXXS07	Tablet
O-SATGTXXXS09	Tablet
O-SATGTXXXS18	Tablet
O-SATNEX10D0	Tablet
O-SATNEX10G00	Tablet
O-SATNEX10G1	Tablet
O-SATNEX10G3	Tablet
O-SATNEX10G4	Tablet
O-SATNEX10G5	Tablet
O-SATNEX10S00	Tablet
O-SATNEX10S03	Tablet
O-SATNEX10S07	Tablet
O-SATNEX10S09	Tablet
O-SATNEX10S18	Tablet
O-SOTSXTZ1D0	Tablet
O-SOTSXTZ1G00	Tablet
O-SOTSXTZ1G4	Tablet
O-SOTSXTZ1G5	Tablet
O-SOTSXTZ1S03	Tablet
O-SOTSXTZ1S07	Tablet
O-SOTSXTZ1S09	Tablet
O-SOTSXTZ1S18	Tablet
O-SOTSXTZ2D0	Tablet
O-SOTSXTZ2G00	Tablet
O-SOTSXTZ2G4	Tablet
O-SOTSXTZ2G5	Tablet
O-SOTSXTZ2S03	Tablet
O-SOTSXTZ2S07	Tablet
O-SOTSXTZ2S09	Tablet
O-SOTSXTZ2S18	Tablet
O-SOTSXTZ3D0	Tablet
O-SOTSXTZ3G00	Tablet
O-SOTSXTZ3G4	Tablet
O-SOTSXTZ3G5	Tablet
O-SOTSXTZ3S03	Tablet
O-SOTSXTZ3S07	Tablet
O-SOTSXTZ3S09	Tablet
O-SOTSXTZ3S18	Tablet
O-SOTSXTZ4D0	Tablet
O-SOTSXTZ4G00	Tablet
O-SOTSXTZ4G4	Tablet
O-SOTSXTZ4G5	Tablet
O-SOTSXTZ4S03	Tablet
O-SOTSXTZ4S07	Tablet
O-SOTSXTZ4S09	Tablet
O-SOTSXTZ4S18	Tablet
O-SOTSXTZXD0	Tablet
O-SOTSXTZXG00	Tablet
O-SOTSXTZXG4	Tablet
O-SOTSXTZXG5	Tablet
O-SOTSXTZXS03	Tablet
O-SOTSXTZXS07	Tablet
O-SOTSXTZXS09	Tablet
O-SOTSXTZXS18	Tablet
O-APNA1150A00	Notebook
O-APNA1150A02	Notebook
O-APNA1150A03	Notebook
O-APNA1150D0	Notebook
O-APNA1150F03	Notebook
O-APNA1150F04	Notebook
O-APNA1150F05	Notebook
O-APNA1150F06	Notebook
O-APNA1150F11	Notebook
O-APNA1150G00	Notebook
O-APNA1150G13	Notebook
O-APNA1150G14	Notebook
O-APNA1150G15	Notebook
O-APNA1150G16	Notebook
O-APNA1150G18	Notebook
O-APNA1150G5	Notebook
O-APNA1150G63	Notebook
O-APNA1150G64	Notebook
O-APNA1150G73	Notebook
O-APNA1150G74	Notebook
O-APNA1150G75	Notebook
O-APNA1150G76	Notebook
O-APNA1150G77	Notebook
O-APNA1150G82	Notebook
O-APNA1150G85	Notebook
O-APNA1150G86	Notebook
O-APNA1150G87	Notebook
O-APNA1150G88	Notebook
O-APNA1150G89	Notebook
O-APNA1150S02	Notebook
O-APNA1150S04	Notebook
O-APNA1150S30	Notebook
O-APNA1151A00	Notebook
O-APNA1151A02	Notebook
O-APNA1151A03	Notebook
O-APNA1151D0	Notebook
O-APNA1151F03	Notebook
O-APNA1151F04	Notebook
O-APNA1151F05	Notebook
O-APNA1151F06	Notebook
O-APNA1151F11	Notebook
O-APNA1151G00	Notebook
O-APNA1151G13	Notebook
O-APNA1151G14	Notebook
O-APNA1151G15	Notebook
O-APNA1151G16	Notebook
O-APNA1151G18	Notebook
O-APNA1151G5	Notebook
O-APNA1151G63	Notebook
O-APNA1151G64	Notebook
O-APNA1151G73	Notebook
O-APNA1151G74	Notebook
O-APNA1151G75	Notebook
O-APNA1151G76	Notebook
O-APNA1151G77	Notebook
O-APNA1151G82	Notebook
O-APNA1151G85	Notebook
O-APNA1151G86	Notebook
O-APNA1151G87	Notebook
O-APNA1151G88	Notebook
O-APNA1151G89	Notebook
O-APNA1151S02	Notebook
O-APNA1151S04	Notebook
O-APNA1151S30	Notebook
O-APNA1181A00	Notebook
O-APNA1181A02	Notebook
O-APNA1181A03	Notebook
O-APNA1181D0	Notebook
O-APNA1181F03	Notebook
O-APNA1181F04	Notebook
O-APNA1181F05	Notebook
O-APNA1181F06	Notebook
O-APNA1181F11	Notebook
O-APNA1181G00	Notebook
O-APNA1181G01	Notebook
O-APNA1181G13	Notebook
O-APNA1181G14	Notebook
O-APNA1181G15	Notebook
O-APNA1181G16	Notebook
O-APNA1181G18	Notebook
O-APNA1181G5	Notebook
O-APNA1181G63	Notebook
O-APNA1181G64	Notebook
O-APNA1181G73	Notebook
O-APNA1181G74	Notebook
O-APNA1181G75	Notebook
O-APNA1181G76	Notebook
O-APNA1181G77	Notebook
O-APNA1181G82	Notebook
O-APNA1181G85	Notebook
O-APNA1181G86	Notebook
O-APNA1181G87	Notebook
O-APNA1181G88	Notebook
O-APNA1181G89	Notebook
O-APNA1181R1	Notebook
O-APNA1181S02	Notebook
O-APNA1181S04	Notebook
O-APNA1181S30	Notebook
O-APNA1211A00	Notebook
O-APNA1211A02	Notebook
O-APNA1211A03	Notebook
O-APNA1211D0	Notebook
O-APNA1211F03	Notebook
O-APNA1211F04	Notebook
O-APNA1211F05	Notebook
O-APNA1211F06	Notebook
O-APNA1211F11	Notebook
O-APNA1211G00	Notebook
O-APNA1211G13	Notebook
O-APNA1211G14	Notebook
O-APNA1211G15	Notebook
O-APNA1211G16	Notebook
O-APNA1211G18	Notebook
O-APNA1211G5	Notebook
O-APNA1211G63	Notebook
O-APNA1211G64	Notebook
O-APNA1211G73	Notebook
O-APNA1211G74	Notebook
O-APNA1211G75	Notebook
O-APNA1211G76	Notebook
O-APNA1211G77	Notebook
O-APNA1211G82	Notebook
O-APNA1211G85	Notebook
O-APNA1211G86	Notebook
O-APNA1211G87	Notebook
O-APNA1211G88	Notebook
O-APNA1211G89	Notebook
O-APNA1211S02	Notebook
O-APNA1211S04	Notebook
O-APNA1211S30	Notebook
O-APNA1212A00	Notebook
O-APNA1212A02	Notebook
O-APNA1212A03	Notebook
O-APNA1212D0	Notebook
O-APNA1212F03	Notebook
O-APNA1212F04	Notebook
O-APNA1212F05	Notebook
O-APNA1212F06	Notebook
O-APNA1212F11	Notebook
O-APNA1212G00	Notebook
O-APNA1212G13	Notebook
O-APNA1212G14	Notebook
O-APNA1212G15	Notebook
O-APNA1212G16	Notebook
O-APNA1212G18	Notebook
O-APNA1212G5	Notebook
O-APNA1212G63	Notebook
O-APNA1212G64	Notebook
O-APNA1212G73	Notebook
O-APNA1212G74	Notebook
O-APNA1212G75	Notebook
O-APNA1212G76	Notebook
O-APNA1212G77	Notebook
O-APNA1212G82	Notebook
O-APNA1212G85	Notebook
O-APNA1212G86	Notebook
O-APNA1212G87	Notebook
O-APNA1212G88	Notebook
O-APNA1212G89	Notebook
O-APNA1212S02	Notebook
O-APNA1212S04	Notebook
O-APNA1212S30	Notebook
O-APNA1226A00	Notebook
O-APNA1226A02	Notebook
O-APNA1226A03	Notebook
O-APNA1226D0	Notebook
O-APNA1226F03	Notebook
O-APNA1226F04	Notebook
O-APNA1226F05	Notebook
O-APNA1226F06	Notebook
O-APNA1226F11	Notebook
O-APNA1226G00	Notebook
O-APNA1226G13	Notebook
O-APNA1226G14	Notebook
O-APNA1226G15	Notebook
O-APNA1226G16	Notebook
O-APNA1226G18	Notebook
O-APNA1226G5	Notebook
O-APNA1226G63	Notebook
O-APNA1226G64	Notebook
O-APNA1226G73	Notebook
O-APNA1226G74	Notebook
O-APNA1226G75	Notebook
O-APNA1226G76	Notebook
O-APNA1226G77	Notebook
O-APNA1226G82	Notebook
